Name der Einrichtung;Strasse mit Hausnummer;Postleitzahl;Stadt;E-Mail-Adresse;Detail-Link
"Sozialtherapeutisches Centrum ""Sturmheide"" Ilmenau";Sturmheide 58-62;98693;Ilmenau;Ilmenau@kontext-ilmenau.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3991&cHash=00e8478b3b14de7bc107ae1027e2c7c4
Ilmenau(at)kontext-ilmenau.de;Sturmheide 58-62;98693;Ilmenau;Ilmenau@kontext-ilmenau.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialtherapeutisches Übergangsheim (stationäre Hilfe nach §§ 67 / 73 SGB XII);Ottostr. 6;90762;Fürth;d.brem@bahnhofsmission-fuerth.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6267&cHash=9c8f745915f27a74c282e093a3e38371
d.brem(at)bahnhofsmission-fuerth.de;Ottostr. 6;90762;Fürth;d.brem@bahnhofsmission-fuerth.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialtherapeutisches Übergangswohnheim;An der Waidwäsche 5;99097;Erfurt;wohnheim-waidwaesche@neustart-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6283&cHash=381a67517a8255f4b968fafade946c5c
wohnheim-waidwaesche(at)neustart-online.org;An der Waidwäsche 5;99097;Erfurt;wohnheim-waidwaesche@neustart-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialtherapeutisches Wohnheim Weimar;Peter Cornelius Strasse 8;99423;Weimar;wohnheim-weimar@neustart-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6284&cHash=d6e1922e5efffe0dc0f0af903048c2d9
wohnheim-weimar(at)neustart-online.org;Peter Cornelius Strasse 8;99423;Weimar;wohnheim-weimar@neustart-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialwerk der EFG Malchin Teterow e.V.;Ni8els-Stensen-Straße 2;17166;Teterow;suchtberatungteterow@sozialwerk.net;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6129&cHash=2da38bbc2732782ab15be3a38e7879ed
suchtberatungteterow(at)sozialwerk.net;Ni8els-Stensen-Straße 2;17166;Teterow;suchtberatungteterow@sozialwerk.net;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialwerk e.V., Sucht- und Drogenberatungsstelle Malchin;Rudolf-Fritz-Str. 1a;17139;Malchin;SuchtberatungMalchin@sozialwerk.net;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5101&cHash=13d6dd7e6f5aeb74a16b87fb4a6f5a82
SuchtberatungMalchin(at)sozialwerk.net;Rudolf-Fritz-Str. 1a;17139;Malchin;SuchtberatungMalchin@sozialwerk.net;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialwerk Meiningen gGmbH;Teilhabezentrum Meiningen ?Alte Handwerkskammer? Neu-Ulmer Str. 19;98617;Meiningen;thz.mgn@sozialwerk-meiningen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6020&cHash=37e3d624152828c5afda72aa913efee5
thz.mgn(at)sozialwerk-meiningen.de;Teilhabezentrum Meiningen ?Alte Handwerkskammer? Neu-Ulmer Str. 19;98617;Meiningen;thz.mgn@sozialwerk-meiningen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SpAx des Fixpunkt e.V.;Schönwalder Str. 27;13585;Berlin;spax@fixpunkt.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5253&cHash=61ec7ed48195385fb701faa09fa7482f
spax(at)fixpunkt.org;Schönwalder Str. 27;13585;Berlin;spax@fixpunkt.org;https://www.dhs.de/service/suchthilfeverzeichnis/
SpDi - Kreis Herzogtum Lauenburg;Barlachstr. 4;23909;Ratzeburg;Fachdienst180-SpDi@Kreis-RZ.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4183&cHash=7ca33345127acf065be202f9e2d85170
Fachdienst180-SpDi(at)Kreis-RZ.de;Barlachstr. 4;23909;Ratzeburg;Fachdienst180-SpDi@Kreis-RZ.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SRH Medinet GmbH;Berliner Chaussee 66;39114;Magdeburg;alte-oelmuehle@medinet-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5631&cHash=ecddd27757945f6e197e0695c9b94e51
alte-oelmuehle(at)medinet-gmbh.de;Berliner Chaussee 66;39114;Magdeburg;alte-oelmuehle@medinet-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
St. Martin StattRand gGmbH;Bautzener Straße 34;02906;Niesky;sbb-niesky@st-martin-stattrand.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4643&cHash=ae38d23916fc5671b1e84a6fd63db49a
sbb-niesky(at)st-martin-stattrand.de;Bautzener Straße 34;02906;Niesky;sbb-niesky@st-martin-stattrand.de;https://www.dhs.de/service/suchthilfeverzeichnis/
St. Martin StattRand gGmbH;Brunnenstraße 8 A;02943;Weißwasser;sbb-weisswasser@st-martin-stattrand.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4645&cHash=cb4d7fc5a934252888186079f1783204
sbb-weisswasser(at)st-martin-stattrand.de;Brunnenstraße 8 A;02943;Weißwasser;sbb-weisswasser@st-martin-stattrand.de;https://www.dhs.de/service/suchthilfeverzeichnis/
St.Martin Stattrand gGmbH;Schulstr. 5;02977;Hoyerswerda;sbb-hoyerswerda@st-martin-stattrand.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4600&cHash=ee32e234c610ddb1dcabab039d9d9ae1
sbb-hoyerswerda(at)st-martin-stattrand.de;Schulstr. 5;02977;Hoyerswerda;sbb-hoyerswerda@st-martin-stattrand.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Staatl. Gesundheitsamt Neuburg-Schrobenhausen;Müller-Gnadenegg-Weg 1;86633;Neuburg a.d. Donau;gesundheitsamt@neuburg-schrobenhausen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5539&cHash=b3100931a5d4fafcd8e31da1d2fe0277
gesundheitsamt(at)neuburg-schrobenhausen.de;Müller-Gnadenegg-Weg 1;86633;Neuburg a.d. Donau;gesundheitsamt@neuburg-schrobenhausen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stadt Chemnitz, Amt für Gesundheit und Prävention;Am Rathaus 8;09111;Chemnitz;suchtberatung@stadt-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6136&cHash=beaee3edd61882a1de51b0d3488bb3af
suchtberatung(at)stadt-chemnitz.de;Am Rathaus 8;09111;Chemnitz;suchtberatung@stadt-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stadt Gelsenkirchen, Referat Gesundheit, Sozialpsychiatrischer Dienst;Kurt-Schumacher-Str. 4;45881;Gelsenkirchen;katrin.johanna.kuegler@gelsenkirchen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6219&cHash=236d85b281c7ebb572f2638d0c8d8784
katrin.johanna.kuegler(at)gelsenkirchen.de;Kurt-Schumacher-Str. 4;45881;Gelsenkirchen;katrin.johanna.kuegler@gelsenkirchen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stadt Gelsenkirchen, Referat Gesundheit, Sozialpsychiatrischer Dienst;Goldbergstr. 12;45894;Gelsenkirchen;katrin.johanna.kuegler@gelsenkirchen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6220&cHash=2ce951edf010d9a35ab571645e1839f0
katrin.johanna.kuegler(at)gelsenkirchen.de;Goldbergstr. 12;45894;Gelsenkirchen;katrin.johanna.kuegler@gelsenkirchen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stadt Mannheim;R1, 12;68161;Mannheim;carolin.kaeser@mannheim.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4277&cHash=9a463040c0ed5bf1af87184eae591847
carolin.kaeser(at)mannheim.de;R1, 12;68161;Mannheim;carolin.kaeser@mannheim.de;https://www.dhs.de/service/suchthilfeverzeichnis/
stadt.mission.mensch gGmbH Suchthilfe;Walkerdamm 17;24103;Kiel;suchthilfe@stadtmission-mensch.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5375&cHash=2cc45bef8550946ec227a2043e90e7db
suchthilfe(at)stadtmission-mensch.de;Walkerdamm 17;24103;Kiel;suchthilfe@stadtmission-mensch.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stadtmission Chemnitz;Glockenstraße 5;09130;Chemnitz;sucht@stadtmission-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6075&cHash=0f4962bf802ff58aa57404e61bcb3fb3
sucht(at)stadtmission-chemnitz.de;Glockenstraße 5;09130;Chemnitz;sucht@stadtmission-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stadtmission Chemnitz e.V.;Glockenstraße 5;09130;Chemnitz;jsdb@stadtmission-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6074&cHash=d5ff546962e90812787e7fe8c4093579
jsdb(at)stadtmission-chemnitz.de;Glockenstraße 5;09130;Chemnitz;jsdb@stadtmission-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stadtmission Chemnitz e.V. Suchtfachklinik Magdalenenstift;Limbacher Str., 19 b;09232;Hartmannsdorf;magdalenenstift@stadtmission-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6264&cHash=a5e096b62045634ecbae0a89b14fac95
magdalenenstift(at)stadtmission-chemnitz.de;Limbacher Str., 19 b;09232;Hartmannsdorf;magdalenenstift@stadtmission-chemnitz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
start_up - Wohnbegleitende Hilfen der DROBS Dortmund;Schwanenwall 42;44135;Dortmund;drobs@soziales-zentrum.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4384&cHash=c41f812f43278f7f7ba40ffcb8b3a9d9
drobs(at)soziales-zentrum.org;Schwanenwall 42;44135;Dortmund;drobs@soziales-zentrum.org;https://www.dhs.de/service/suchthilfeverzeichnis/
stationäre Suchtnachsorge Ullmannshof;Talstr. 8;35083;Wetter-Amönau;ullmannshof@paritaet-projekte.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5785&cHash=741081470dfa893510589e565c77bec3
ullmannshof(at)paritaet-projekte.org;Talstr. 8;35083;Wetter-Amönau;ullmannshof@paritaet-projekte.org;https://www.dhs.de/service/suchthilfeverzeichnis/
STEP Sucht- und Jugendberatung;Nordstraße 2;37603;Holzminden;sb.holzminden@step-niedersachsen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5160&cHash=b3fd1554e442d34b7df454ae651d7a77
sb.holzminden(at)step-niedersachsen.de;Nordstraße 2;37603;Holzminden;sb.holzminden@step-niedersachsen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
STEPKids;Schulenburger Landstraße 270;30419;Hannover;stepkids@step-niedersachsen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4338&cHash=444ae6c2a2ad396a53d09e5836621bbc
stepkids(at)step-niedersachsen.de;Schulenburger Landstraße 270;30419;Hannover;stepkids@step-niedersachsen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stiftung Hospital St. Wendel gGmbH Suchtberatungsstelle Knackpunkt;Alter Woog 8;66606;St. Wendel;knackpunkt@stiftung-hospital.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4274&cHash=80f5ed68d9b8dbfe685151bde64cb2db
knackpunkt(at)stiftung-hospital.de;Alter Woog 8;66606;St. Wendel;knackpunkt@stiftung-hospital.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stiftung SPI Berlin - Integrierte Suchtberatung Lichtenberg;Möllendorffstr. 59;10367;Berlin;suchtbratung-lichtenberg@gwb.stiftung-spi.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4142&cHash=e685692d58c3e2edf2b2b927f146165d
suchtbratung-lichtenberg(at)gwb.stiftung-spi.de;Möllendorffstr. 59;10367;Berlin;suchtbratung-lichtenberg@gwb.stiftung-spi.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stiftung Synanon;Dorfstraße 9;13051;Berlin Malchow;info@synanon.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4968&cHash=91b7ac0cea7182f6c970e135899ffd5e
info(at)synanon.de;Dorfstraße 9;13051;Berlin Malchow;info@synanon.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Stiftung Waldmühle;Ludolfusstr. 2-4;60487;Frankfurt;stefan.schuster@stiftung-waldmuehle.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4001&cHash=6e9f9c77cef2be7929cb8d9150c6e78d
stefan.schuster(at)stiftung-waldmuehle.de;Ludolfusstr. 2-4;60487;Frankfurt;stefan.schuster@stiftung-waldmuehle.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Streetwork Neumünster;Christianstraße 33;24534;Neumünster;aussenstelle-streetwork@therapiehilfe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5754&cHash=e4121a2d56525d2bf786939d9a41e479
aussenstelle-streetwork(at)therapiehilfe.de;Christianstraße 33;24534;Neumünster;aussenstelle-streetwork@therapiehilfe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
STZ Nachsorge für Frauen und Mütter mit Kindern;Winfridweg 22;22529;Hamburg;nachsorge.stz@martha-stiftung.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5157&cHash=98e35a34f6cac7ce9fd76f19a896696a
nachsorge.stz(at)martha-stiftung.de;Winfridweg 22;22529;Hamburg;nachsorge.stz@martha-stiftung.de;https://www.dhs.de/service/suchthilfeverzeichnis/
STZ Wedel;Gärtnerstraße 4;22880;Wedel;beratung-wedel@therapiehilfe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4834&cHash=6f3fd008e029f6faf84e58ec551b6511
beratung-wedel(at)therapiehilfe.de;Gärtnerstraße 4;22880;Wedel;beratung-wedel@therapiehilfe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung;Klosterstraße 19;49477;Ibbenbüren;suchtberatung@caritas-ibbenbueren.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4787&cHash=dbed02ec56d741a22555de1f97eb1381
suchtberatung(at)caritas-ibbenbueren.de;Klosterstraße 19;49477;Ibbenbüren;suchtberatung@caritas-ibbenbueren.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung;Obere Mauer 1;59929;Brilon;psbb.brilon@caritas-brilon.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5017&cHash=9392aac06bee51a2efc9ab0adc746065
psbb.brilon(at)caritas-brilon.de;Obere Mauer 1;59929;Brilon;psbb.brilon@caritas-brilon.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung;Steinstraße 13;59872;Meschede;psbb.meschede@caritas-brilon.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5018&cHash=842a00112c10d8dd5b909abf1fbf536f
psbb.meschede(at)caritas-brilon.de;Steinstraße 13;59872;Meschede;psbb.meschede@caritas-brilon.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung;Völckers Park 8;21465;Reinbek;suchtberatung@svs-stormarn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5238&cHash=fd83e9054fcae58739f718ca7f6d3451
suchtberatung(at)svs-stormarn.de;Völckers Park 8;21465;Reinbek;suchtberatung@svs-stormarn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung (Suchthilfe) Düren-Jülich (SPZ);Bismarckstr. 6;52351;Düren;info.suchthilfe@carits-dn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4516&cHash=109342311e2ae5968601eb7f2d039ec5
info.suchthilfe(at)carits-dn.de;Bismarckstr. 6;52351;Düren;info.suchthilfe@carits-dn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung Diakonie PSB Tübingen;Beim Kupferhammer 5;72070;Tübingen;psb-tue@diakonie-reutlingen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5997&cHash=b5a5203039af8a2cff9a47eadd474e56
psb-tue(at)diakonie-reutlingen.de;Beim Kupferhammer 5;72070;Tübingen;psb-tue@diakonie-reutlingen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung Burg;Bahnhofstraße 7;39288;Burg;suchtberatung-burg@web.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5834&cHash=26dac25015051d4a40fd743bbe4f3cbf
Sucht- und Drogenberatung bwlv - PSB Tübingen;Beim Kupferhammer 5;72070;Tübingen;psb-tuebingen@bw-lv.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6205&cHash=7edceaf97d5deb51f3919d12730fa58a
psb-tuebingen(at)bw-lv.de;Beim Kupferhammer 5;72070;Tübingen;psb-tuebingen@bw-lv.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung des DiakonischenWerk OLS e.V.;Ernst Thälmann Straße 19b;15306;Seelow;suchtberatung@diakonie-ols.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4115&cHash=11cc33e16dfa896298147c04a021983c
suchtberatung(at)diakonie-ols.de;Ernst Thälmann Straße 19b;15306;Seelow;suchtberatung@diakonie-ols.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung Genthin;Friedenstraße 5a;39307;Genthin;suchtberatung-genthin@web.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5833&cHash=ec1f68e3fb3c498985e909d4d6a23559
suchtberatung-genthin(at)web.de;Friedenstraße 5a;39307;Genthin;suchtberatung-genthin@web.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatung im Speicherhof;Steinweg 10;38518;Gifhorn;suchtberatung@dachstiftung-diakonie.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6330&cHash=ee8145662ba1a1cc4437aa0451ba0e33
suchtberatung(at)dachstiftung-diakonie.de;Steinweg 10;38518;Gifhorn;suchtberatung@dachstiftung-diakonie.de;https://www.dhs.de/service/suchthilfeverzeichnis/
"Sucht- und Drogenberatung; Diakonie Paderborn-Höxter e.V.";Sternstraße 19;34414;Warburg;sucht@diakonie-pbhx.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5388&cHash=3c037b9956f9a90dff0c6c8d2cb366ff
sucht(at)diakonie-pbhx.de;Sternstraße 19;34414;Warburg;sucht@diakonie-pbhx.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatungsstelle am Gesundheitsamt des Landratsamts Cham;Altenstadter Straße 7;93413;Cham;gesundheitsamt@lra.landkreis-cham.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5544&cHash=a47554a110e0579e2c82c8a81c65ed3c
gesundheitsamt(at)lra.landkreis-cham.de;Altenstadter Straße 7;93413;Cham;gesundheitsamt@lra.landkreis-cham.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sucht- und Drogenberatungsstelle der Diakonie in Nordhausen;Schackenhof 2;99734;Nordhausen;suchtberatung@diakoniewerk.com;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4757&cHash=61c51537f9eba5160539e9bc0a85422d
suchtberatung(at)diakoniewerk.com;Schackenhof 2;99734;Nordhausen;suchtberatung@diakoniewerk.com;https://www.dhs.de/service/suchthilfeverzeichnis/
